"name","thematic_area_id","thematic_area","interest_area_id","description","requirements","work_methods","optional_requirements"
"Equipo Medición Comercial (Todo Colombia)",13,"product",NULL,"Equipo Medición ComercialTu MisiónAnalizar, hacer seguimiento y ejecutar informes para la medición de todas las variables de la ejecución comercial, con el fin de visualizar el cumplimiento de los objetivos definidos para la fuerza de ventas. Además de suministrar esta información como insumo para el pago de la compensación variable del equipo comercial.¿Qué retos te ofrecemos? Analizar, ejecutar y hacer seguimiento al cumplimiento de los presupuestos definidos para la estructura comercial, identificando patrones y tendencias en los resultados comerciales y variables clave definidas para los modelos de compensación. Analizar, ejecutar y hacer seguimiento a la información suministrada para la compensación variables de la estructura comercial, garantizando la calidad, oportunidad y disponibilidad de la información requerida para el pago de las comisiones. Analizar, ejecutar y hacer seguimiento a la generación y almacenamiento de información relevante para el proceso, garantizando la disponibilidad, oportunidad y calidad en los insumos. Analizar y asistir consultas por parte de los equipos de canales y enlace comercial de cara a inquietudes con resultados desde la medición comercial y modelos de compensación que se puedan generar, con el fin de resolver novedades e identificar alerta por parte de los equipos comerciales. Analizar, proponer y ejecutar automatizaciones y mejoras en el proceso, herramientas e insumos para la medición de la ejecución comercial, contribuyendo a la evolución del área y la mejora en el tiempo de respuesta y la calidad en la información generada, analizada y suministrada por el equipo.¿Qué conocimientos esperamos de ti?Profesional en ciencias Administrativas, Financieras, Económicas o afines con 1 año de experiencia en ejecución de actividades relacionadas al cargo.Habilidad con herramientas de automatización de procesos, Python, SQL, herramientas para visualización de información, tratamiento de bases de datos. Deseable conocimiento en GCP.Ciudad: indiferente¿Qué tenemos para ti?Contrato indefinidoModo de trabajo hibrido.Compensación: $3.750.000Beneficios de calidad de vida, tiempo libre, cumpleaños, diciembre, matrimonio.Programa de Reconocimiento Integral.Plan de formación y desarrolloSomos una empresa incluyente y diversa, que le apuesta al desarrollo de su talento, a la innovación permanente y al aprendizaje constante. ¡Gracias por querer hacer parte de nuestro equipo!         Mostrar más           Mostrar menos. Oferta publicada por PROTECCIÓN S.A. en Barranquilla","[""tratamiento"", ""presupuestos"", ""aprendizaje"", ""ciencias"", ""mejora"", ""empresa"", ""bases"", ""comercial"", ""desarrollo"", ""herramientas""]",NULL,NULL
"Urgente- - Promotor con Experiencia - Armenia - Contratación Inmediata",6,"tech",NULL,"En EFICACIA S.A te estamos buscando. Somos una compañía enfocada en contratar el mejor talento comercial y operativo del país. En esta oportunidad estamos buscando PROMOTORES CON EXPERIENCIA EN SECTOR AUTOMOTRIZ, TECNOLÓGICO, ELECTRODOMÉSTICOS, FERRETERO - ARMENIAEntendemos perfectamente el balance trabajo - vida, por eso contamos con un amplio portafolio de beneficios para todos nuestro colaboradores/asBeneficios Familia: Nos encanta que compartas con ellos. Por eso, tenemos proyectos de vivienda, escuela de padres, entre otros. Educación: Promovemos el desarrollo y el aprendizaje por medio de convenios educativos, de idiomas y convenio SENA Recreación: Sabemos la importancia de generar espacios para compartir en familia, por lo tanto contamos con convenios en parques y agencias de turismo.Y muchos beneficios más, Trabaja con nosotros y conócelos.RequerimientosHaber desempeñado cargos como PROMOTOR en cualquier área, Electrodomésticos, Tecnología, Ferretero, Automotriz.Salario: SMMLV + Prestaciones de ley + Rodamiento en caso de ruta + Comisiones + Beneficios por parte de la compañía.Horarios: De lunes a sábado 8 horas (Disponibilidad 2 domingos al mes) 9 am a 6 pm o 10 am a 7 pm.Si cumples con el perfil postulate y pronto nos comunicaremos contigo         Mostrar más           Mostrar menos. Oferta publicada por Eficacia en Bogotá","[""desarrollo"", ""trabajo"", ""proyectos"", ""aprendizaje"", ""servicios"", ""idiomas"", ""talento"", ""comercial"", ""experiencia""]",NULL,NULL
"Agentes Call Center sin experiencia Pereira",17,"consumer",NULL,"Importante empresa dedicada a prestar servicios de Call Center ubicada en Pereira se encuentra en búsqueda de Agentes Call Center con o sin experiencia, deben ser bachilleres, con excelente actitud, pasión por las ventas y servicio al cliente, su función principal será realizar ventas 100% telefónicas para las diferentes campañas, debe vivir en Pereira en sectores de Dosquebradas, La Virginia o Santa Rosa, ya que la modalidad es presencial y debe desplazarse al lugar de trabajo.Salario: SMMLV + Aux de transporte + bono por asistencia y puntualidad.Horarios: Lunes a Sábado Turnos rotativos (6:00am a 2:00pm / 2:00pm a 10:00pm) Dos domingos al mes.Contrato: Obra laborRequisitosNivel académico: BachillerExperiencia: Con o sin experienciaImportante vivir en Pereira en las zonas de Dosquebradas, La Virginia o Santa RosaEstar estudiando de manera virtual         Mostrar más           Mostrar menos. Oferta publicada por Alentti en No especifica","[""transporte"", ""servicio"", ""presencial"", ""experiencia"", ""virtual"", ""ventas"", ""servicios"", ""empresa""]",NULL,NULL
"Comercial",19,"sales",NULL,"Experiencia en relacionamiento con proveedores y cliente final|Conocimiento en comercio exteriorAbout Our ClientNuestro cliente es una importante importadora de auto partes.Job DescriptionLa posición de Comercial deberá:vender todo el portafolio de la empresa,Manejar el relacionamiento con clientes y procesos de comercio internacional. The Successful ApplicantBuscamos profesional bilingüe con mínimo 3 años de experiencia comercial en importación y comercialización de productos. Profesional con grandes habilidades comerciales, pro activo, dinámico, buen relaciona miento y trabajo en equipo.What s on OfferOportunidad de crecimiento.Contact: Tatiana AragÃ³nQuote job ref: JN-032023-5993143      Mostrar más           Mostrar menos. Oferta publicada por Michael Page en Bogotá","[""comercio"", ""procesos"", ""comercial"", ""trabajo"", ""experiencia"", ""profesional"", ""habilidades"", ""industrial""]",NULL,NULL
"¿Cómo podríamos incentivar a nuestros clientes a descargar y usar nuestra aplicación móvil?",17,"consumer",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Agente call center// servicio al cliente.",17,"consumer",NULL,"GESTOR DE SERVICIO AL CLIENTEEmpresa del sector de la Construcción requiere URGENTE profesionales GESTOR DE SERVICIO AL CLIENTE con 1 año de experiencia en servicio al cliente de manera telefonica, correo, redes sociales.Salario: $ 1.166.000+ todas las prestaciones de ley.(PAGOS QUINCENALES)Horario: Lunes A viernes 8:00 am a 5:00 pmLugar de Trabajo: Suba Niza 127Tipo de Contrato: Obra Labor         Mostrar más           Mostrar menos. Oferta publicada por Multiempleos S.A. en Bogotá","[""servicio"", ""servicio al cliente"", ""publicidad"", ""redes"", ""experiencia""]",NULL,NULL
"¿Cómo podríamos incitar a nuestros usuarios a hacer parte de una comunidad de seguidores de nuestra marca?",17,"consumer",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos estandarizar ciertas metodologías efectivas para agilizar los procesos de logística en la organización?",15,"quality",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Coordinador Analista de visual Merchandising Bucaramanga /U R G E N T E",8,"design",NULL,"Importante empresa del sector Retail se encuentra en busca de personal para su equipo de trabajo que cumpla con el siguiente perfil: Analista visual Merchandising field.Estudios: Estudiantes de últimos semestres o profesionales/Tecnologos en Áreas administrativas, diseño industrial, diseño de Modas ,comerciales mercadeo o afines, dinamicos y muy creativosExperiencia: 2 años de experiencia Coordinando equipos para Visual Merchandising, en Retail, marcas de ropa o calzado preferiblemente.Nivel de Excel básico-intermedioNivel de inglés: básico- intermedioContrato por: IndefinidoHorario: presencial lunes a sábadoSalario: $1.765.000 + 160 movilización extralegal + con todas las prestaciones de leyPostúlate ahora y deja tu número de contacto actualizado!!.         Mostrar más           Mostrar menos. Oferta publicada por Staffing de Colombia en Perímetro Urbano Bucaramanga","[""presencial"", ""diseño"", ""mercadeo"", ""empresa"", ""experiencia"", ""visual"", ""equipo"", ""trabajo""]",NULL,NULL
"18929-Asesor Comercial Repuestos",19,"sales",NULL,"¡Haz parte de una empresa orgullosamente Colombia que busca construir país!Somos una compañía que tiene como prioridad el bienestar sus colaboradores y sus familias, brindando estabilidad laboral y oportunidades de desarrollo.Buscamos nuestro(a) próxima Asesor comercial Repuestos quien se encargará de comercializar y promover la venta de repuestos y accesorios en la zona asignada, tanto para clientes actuales como potenciales, garantizando la participación del mercado definida por la compañía y el cumplimiento del presupuesto de ventas establecido.Debes ser Técnico o tecnólogo y tener mínimo 2 años de experiencia en ventas preferiblemente en repuestos, Motos. talleres de mecánica o afinesCondicionesContrato a término indefinido directamente con la compañía.         Mostrar más           Mostrar menos. Oferta publicada por Colombiana de Comercio / Corbeta / Alkosto S.A en Barranquilla","[""experiencia"", ""ventas"", ""mercado"", ""industrial"", ""empresa"", ""comercial"", ""bienestar""]",NULL,NULL
"¿Cómo podríamos mejorar un proceso para incrementar nuestra productividad?",15,"quality",NULL,"Los procesos actuales son ineficientes. Hay tiempo muertos y todo esto repercupe en los sobrecostos",NULL,"[""to_be_agreed""]",NULL
"¿Cómo podríamos generar una propuesta tentadora con proveedores para alianzas a largo plazo?",3,"suppliers",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Asistente de seguridad TI",6,"tech",NULL,"¡Bienvenido a nuestra oferta en KPMG!Te contamos un poco sobre nosotros: Somos una de las Big4 posicionadas a nivel nacional e internacional, nuestros servicios están enfocados principalmente en realizar procesos de auditoría, impuestos, servicios legales y consultorías tanto en sector público como sector privado.Si eres Profesional recién graduado o con certificado de finalización de materias en Ingeniería de sistemas o Industrial, tienes Conocimiento en auditoría de sistemas, seguridad de la información, seguridad informática o afines a tecnología de la información, normas de atestiguamiento SOC 1, 2 y 3, y experiencia en normas ISO 27001. (Se acepta la experiencia de las prácticas), no dudes en aplicar y comenzar a desarrollar tu talento con nosotros.¿Qué te ofrecemos?Contrato a término indefinido directamente con la Firma.Paquete de beneficios que conocerás durante el proceso de selección.Oportunidades de entrenamiento y capacitación.¡En KPMG no destacamos por nuestra excelencia, somos valientes, ¡nos respetamos a partir de nuestras diferencias y hacemos lo que es importante! Si te identificas con nuestros valores y cumples con los requisitos, ¡Aplica ahora!         Mostrar más           Mostrar menos. Oferta publicada por KPMG Colombia en Bogotá","[""no"", ""redes"", ""sistemas"", ""experiencia"", ""desarrollar"", ""procesos"", ""entrenamiento"", ""seguridad"", ""servicios"", ""talento""]",NULL,NULL
"Ejecutivo comercial financiero",19,"sales",NULL,"Reconocida empresa a nivel nacional requiere personal, Profesional en carreras administrativas o afines y/o estudiantes de mínimo 8 semestre, Mínimo 2 años como asesores comerciales externos de entidades financieras o Cooperativas, preferiblemente en ventas de productos financieros. Experiencia 90% comercial externo y 10% oficina (temas operativos).Salario: $1.624.000 + movilización de 320.000 + prestaciones de ley + comisionesHorario: Lunes a Viernes de 8:00 a.m. a 5:00 p.m. - Sábados de 8:00 am a 1:00 p.m.         Mostrar más           Mostrar menos. Oferta publicada por Messina Market & Catering en Villavicencio","[""financiero"", ""comercial"", ""empresa"", ""ventas""]",NULL,NULL
"Finance Analyst (739378)",16,"finance",NULL,"Requisition Number AMER27817 Employment Type Full-time Location BogotaJob SummaryThe Financial Analyst is responsible for the financial review and analytical support to Zimmer Biomet in assigned functional areas and/or business units. Will provide timely financial information and support for business partners to make fact-based decisions of spend that drive and support the businessPrincipal Duties and Responsibilities Participates in the various financial business functions of the organization, including but not limited to strategic plans, annual budgets, and monthly projections. Analyzes and reports on monthly financial performance Complete ad-hoc projects and reports for team and business partners as required Assist business partners with understanding financial policies and practices Participates in new product business case development. Prepare and deliver financial reporting packages for/to business partners Contribute to team innovate and improve (continuous improvement) projects Support capital projects by tracking and analyzing spend with business partners Develop understanding of business partners’ in order to facilitate discussions and engage business partners in analyzing current spending trends Other Financial duties and projects as assignedExpected Areas of Competence Highly motivated, self-starter willing to meet strict deadlines and time constraints. Understands the overall business environment, the orthopaedic industry, and the marketplace. Demonstrates characteristics of high potential for future developmental opportunities. Strong analytical, oral and written communication, teamwork, and organizational skills are essential. Understands the broad business perspective and the financial processes that support it.Education/Experience Requirements S. in accounting/finance or related field required. 3 to 5 years of experience in an analyst or accounting role, or 2 to 4 years of experience with successful graduation from the ZB Finance Development Program and strong performance required.CPA highly desired.Travel Requirements5%         Mostrar más           Mostrar menos. Oferta publicada por Zimmer Biomet en Bogotá","[""experiencia"", ""drive""]",NULL,NULL
"¿Cómo podríamos diseñar un modelo que pueda predecir el comportamiento de usuarios y/o empleados frente a un tema específico?",6,"tech",NULL,"No hay una predicción rápida de comportamiento de usuarios/empleados",NULL,"[""to_be_agreed""]",NULL
"Supervisor/a comercial para Depositos Farmaceuticos- Bogota",19,"sales",NULL,"En EFICACIA S.A te estamos buscando, Somos una compañía enfocada en contratar el mejor talento comercial y operativo del país. En esta oportunidad estamos buscando SUPERVISOR/A COMERCIAL CANAL DROGUERIAS-BOGOTAEntendemos perfectamente el balance trabajo - vida, por eso contamos con un amplio portafolio de beneficios para todos nuestro colaboradores/asBeneficios Familia: Nos encanta que compartas con ellos. Por eso, tenemos proyectos de vivienda, escuela de padres, entre otros. Educación: Promovemos el desarrollo y el aprendizaje por medio de convenios educativos, de idiomas y convenio SENA Recreación: Sabemos la importancia de generar espacios para compartir en familia, por lo tanto contamos con convenios en parques y agencias de turismo.Y muchos beneficios más, Trabaja con nosotros y conócelos.RequerimientosTecnlogo o profesional.Salario $1  820.000+ todas las prestaciones de ley + rodamiento + comisionesSe labora de lunes a sabadoDebe tener experiencia como supervisor de mercaderistas del canal mixto (cadena y droguerias) minimo 1 año.Trabaja en una empresa que piensa en ti y en tu familia.La compañía de tus sueños ¡SI EXISTE!Si estas interesado/a en esta oferta, Postúlate         Mostrar más           Mostrar menos. Oferta publicada por Eficacia en Bogotá","[""empresa"", ""comercial"", ""servicios"", ""trabajo"", ""talento"", ""idiomas"", ""desarrollo"", ""experiencia"", ""proyectos"", ""aprendizaje""]",NULL,NULL
"Profesionales en Derecho/ Carreras administrativas/ ingenieria de sistemas y Tecnicos Automotrices",5,"legal",NULL,"Reconocida entidad educativa universitaria está en busqueda de profesionales en Derecho de cualquier rama. Carreras administrativas, contaduria pública e ingenieria con vocación docente, para apoyar en la creación de una cartilla evaluativa para cargos Profesionales, Tecnicos o Asistenciales.Es indispensable tener experiencia laboral en la Fiscalia General de la Nación y/o en el sector publico.Con conocimientos en construcción y validación de items para pruebas evaluativas.Contrato por prestación de servicios.Salario variable segun gestión entre 400.000 a 5.000.000.Pagos por cuenta de cobro.Modalidad de trabajo Remoto.         Mostrar más           Mostrar menos. Oferta publicada por Staffing de Colombia en Bogotá","[""sistemas"", ""recursos humanos"", ""trabajo"", ""recursos"", ""experiencia"", ""ingenieria""]",NULL,NULL
"¿Cómo podríamos implementar un servicio de vehículo compartido (carpooling) para los miembros de nuestra organización?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Psicologo (a) Servicio Gestión Humana - Freelance Medellin",9,"talent",NULL,"Empresa de administración de personal, requiere Psicólogo (a) con experiencia en manejo integral de procesos de Talento H, para trabajo freelance en la ciudad de Medellín, realizando visitas de soporte de servicio a empresas clientes, apoyo en reclutamiento y selección de personal.Honorarios por visitas realizadas y procesos         Mostrar más           Mostrar menos. Oferta publicada por Alentti en Medellín","[""servicio"", ""reclutamiento"", ""soporte"", ""experiencia"", ""procesos"", ""manejo"", ""trabajo""]",NULL,NULL
"Ingeniero de automatización",6,"tech",NULL,"*Conocimientos intermedios en SQL Server.
*Conocimientos intermedios MYSQL.","[""SQL Server"", ""SSIS"", ""SSRS""]","[""to_be_agreed""]",NULL
"Talentee Community Manager",4,"strategy",NULL,"Administración de comunidades de talento a través de la creación y aplicación de estrategias con análisis y mapeo de la data. 
Generación alertas y estrategias de conexión a la plataforma","[""Inglés"", ""Colaboración"", ""Trabajo en equipo"", ""Logística""]","[""virtual""]","[""Scrum"", ""Illustrator""]"
"operario/a de Confeccion -6 meses de experiencia",13,"product",NULL,"Importante empresa del sector textil ubicada en cerca de la estacion Itagui se encuentra en la busqueda de operarios de confeccion con minimo 8 meses de experiencia en el manejo de maquinas como la plana, fileteadora y recubridora.Salario: basico $1.000.000 + $117.000 auxilio de transporte legal + bonos por productividad + incentivos por cumplimiento + presataciones de ley + REFRIGERIO.Horario de trabajo: lunes a sábado de 6:00am a 2:00pm y de 6:30am a 2:30pm.OFERTA UNICAMENTE PARA LA CIUDAD DE MEDELLIN.         Mostrar más           Mostrar menos. Oferta publicada por Wikan BPO en Medellín","[""experiencia"", ""servicios"", ""empresa"", ""transporte"", ""productividad"", ""manejo""]",NULL,NULL
"¿Cómo podríamos incluir un plan de carrera que impulse las capacidades de nuestros empleados en su labor?",9,"talent",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Docente de Ingles - para área de Bachillerato",13,"product",NULL,"Formular planes, estrategias y contenidos metodológicos, orientado a cumplir con los lineamientos institucionales por medio del diagnóstico de las necesidades, el contexto y el perfil educativo en coordinación con los demás docentes. Desarrollar las actividades propias de la clase de manera eficaz, haciendo uso de diferentes recursos didácticos, incluidos los tecnológicos, en pro del mejoramiento de los procesos de aprendizaje tanto individuales como grupales. Evaluar dichos procesos de aprendizaje y competencias particulares, basado en un seguimiento permanente en materia académica y actitudinal, enfocado a la identificación, apoyo y superación de dificultades del grupo de estudiantes. Atender a padres de familia y estudiantes, ser diligente, eficiente, en lo posible dar soluciones y ser asertivo en la comunicación con ellos, con el fin de guiarlos en los procesos de mejoramiento académico y actitudinal. Disenar y emplear instrumentos, materiales y recursos didácticos que permitan ampliar y/o mejorar las competencias escolares en un trabajo cooperativo entre los miembros de la comunidad educativa. Promover la organización y participación en el desarrollo de actividades académicas, debates, ferias, mesas redondas, festivales, encuentros culturales y demás, pertenecientes al área y orientados a la optimización del proceso de aprendizaje         Mostrar más           Mostrar menos. Oferta publicada por Trabajo Joven Sí Hay en Perímetro Urbano Ibagué","[""experiencia"", ""recursos"", ""estrategias"", ""materiales"", ""trabajo"", ""aprendizaje"", ""desarrollo"", ""procesos""]",NULL,NULL
"Aprendiz Universitario en Ingeniería en Diseño de Entretenimiento Digital (35569)",8,"design",NULL,"En Bancolombia sabemos que cuando trabajamos estamos creando momentos únicos para aportar al bienestar de TODOS. Por eso, nos unimos en torno a nuestro propósito, manteniendo las personas en el centro de nuestras acciones.¡Únete a este propósito y ayuda a nuestro equipo a construir un país mejor!Tu rol como practicante estará orientado a proponer soluciones con el objetivo de generar valor para la organización y experiencias memorables en los usuarios de acuerdo con su necesidad. ¿A qué se dedica el área? Somos un equipo que se encarga de la creación y definición, gestión, implementación y posicionamiento de la estrategia de la marca a nivel corporativo, garantizando la coherencia y consistencia de la marca en los 4 países e integrando las plataformas de assets de marca para uso de los equipos a nivel corporativo. Asimismo, definimos, ejecutamos y posicionamos diferentes campañas corporativas, patrocinios, modelos operativos de BTL, producción audiovisual y material promocional. ¿Qué harías? Apoyar en la construcción, gestión y ejecución del modelo de Gestión de Marca como: Plataforma Centro de Marca, Guardianes de Marca. Acompañar y apoyar la ejecución de campañas de marca corporativa, Puntos de contacto, BTL, producción audiovisual, material promocional y patrocinios. ¿Qué estamos buscando? Nivel académico: Aprendiz Universitario en Ingeniería en Diseño de Entretenimiento Digital. Tener conocimientos específicos en Diseño, Plantillas, Herramientas de Diseño, Base de Datos, Excel y Herramientas Ofimaticas basicas. Buscamos una persona con gran capacidad para Trabajar en equipo, Propositivo, con conocimientos en Experiencia del Usuario, Proactiva, con Habilidades para el Aprendizaje Continuo y con excelentes competencias Comunicativas y para el establecimiento de Relaciones Interpersonales. ¿Qué te ofrecemos? Nuestras acciones están centradas en promover el desarrollo económico sostenible del país, tu trabajo será el reflejo de nuestro propósito. Nos apasiona reinventarnos, por eso encontrarás una organización que te invita a estar en constante aprendizaje y te reta cada día con nuevos desafíos en medio de un ambiente de trabajo cercano y flexible. Nuestra idea de crecimiento es estar en constante evolución y retarnos para encontrar la mejor versión de sí mismos, por lo que brindamos espacios de formación y desarrollo a través de herramientas de autogestión y líderes que guían el proceso. Buscamos alcanzar resultados sobresalientes en el sector financieros anteponiendo nuestros valores éticos y la integridad de nuestras acciones. ¿Cuáles serían tus condiciones laborales? Duración del contrato: mínimo 6 meses, máximo 1 año (De acuerdo con lo establecido en la universidad). Tipo de contrato: contrato aprendizaje - remunerado. Jornada laboral: tiempo completo de lunes a viernes. Ten presente que si tienes a tus padres o hijos en el Grupo Bancolombia puedes ser practicante, sin embargo, al finalizar tu periodo de práctica no podrás postularte a una vacante para vinculación como empleado. Haz clic en aplicar, súmate a nuestro propósito y aportaremos juntos al bienestar. ¡Anímate a participar!         Mostrar más           Mostrar menos. Oferta publicada por Bancolombia en No especifica","[""capacidad"", ""aprendizaje"", ""plataformas"", ""desarrollo"", ""estrategia"", ""herramientas"", ""no"", ""persona"", ""modelos"", ""bienestar""]",NULL,NULL
"Crear una administrador de cuentas para un banco",13,"product",NULL,"Se necesita crear una manera fácil, rápida e intuitiva para que las personas de soporte puedan entrar al sistema y ver movimientos y estados de cuenta.","[""Scrum"", ""Vue"", ""Django.""]","[""to_be_agreed""]","[""Inglés""]"
"Supervisor de tienda, Administrador de tienda, Líder de tienda // Contrato indefinido + beneficios - Contratación inmediata, Neiva!!",17,"consumer",NULL,"Si vives en Neiva, esta oportunidad es para ti !!!!Importante empresa del sector requiere para su equipo de trabajo Supervisor de tienda, técnico, tecnólogo en área comerciales y de servicio al cliente, experiencia mínima de 1 año certificada liderando equipos de trabajo comerciales, funciones liderar y promover la satisfacción de los clientes ofreciéndoles una muy buena experiencia de compra, de manera que se cumplan las metas financieras dispuestas por la compañía, soportado en el correcto cumplimiento del equipo de tienda de todas las actividades descritas en los procedimientos.Contrato termino indefinidoHorario: turnos de trabajo rotativos domingo a domingo 1 día compensatorio entre semanaSalario: $1.552.500 + prestaciones de ley + recargos dominicales.         Mostrar más           Mostrar menos. Oferta publicada por Idaho Cutting Horse Association en Neiva","[""experiencia"", ""trabajo"", ""servicio"", ""empresa"", ""equipo""]",NULL,NULL
"Docente Diseño Gráfico - Módulo Redacción",8,"design",NULL,"Descripción de la Plaza El programa Técnico Profesional en Diseño Gráfico de la Fundación Academia de Dibujo Profesional FADP abre convocatoria para docentes que presenten el siguiente perfil:Profesional en comunicación social o licenciatura en español, preferiblemente con posgrado culminado o en proceso de formación.Al menos un año de experiencia docente en Instituciones de Educación Superior en ramas del Diseño Gráfico o Afines.Con conocimientos en Redacción, comunicación oral y escrita.Horarios en la jornada diurna por módulos.Dedicación Hora Cátedra.Contratación Laboral por Obra o labor según la Duración del Módulo.Los candidatos interesados deben enviar su hoja de vida/Portafolio a los Email ****** y ****** Mínimo Nivel Académico Requerido Universidad Completa Mínima Experiencia Laboral Requerida 1 año      Mostrar más           Mostrar menos. Oferta publicada por Fundación Academia de Dibujo Profesional en No especifica","[""profesional"", ""social"", ""experiencia"", ""coaching"", ""docente""]",NULL,NULL
"Analista de Tesorería sector cooperativo",16,"finance",NULL,"Profesional o Tecnólogo en áreas financieras, contables y/ o administrativas, Apoyar la planear, coordinar y ejecutar el proceso financiero de las captaciones , colocaciones y pago a proveedores y terceros, elaboración de flujo de caja de acuerdo con las directrices y procedimientos determinados por la Gerencia, optimizando los recursos financieros. 1 año de experiencia en sector financiero o cooperativo.         Mostrar más           Mostrar menos. Oferta publicada por Great Malabar Travels - India en Medellín","[""caja"", ""financiero"", ""recursos"", ""coordinar"", ""experiencia""]",NULL,NULL
"Asesor/a comercial con o sin experiencia para trabajar en venta de Tecnologìa",6,"tech",NULL,"La empresa de Tecnología mas grande del pais se encuentra en búsqueda de personal. ¡SON MAS DE 50 VACANTES! Y NO NECESITAS EXPERIENCIA , solo necesitamos que seas BACHILLER y tengas EXCELENTE ACTITUD Y DINAMISMO.HORARIO: Domingo A Domingo descansa un día a la semana. HORARIOS DE APERTURA O CIERRE DE PUNTOSALARIO: $ 1.210.000 + comisiones prestacionales + prestaciones de leyContrato Obra o Labor VACANTE COMPLETAMENTE ESTABLE.Horarios: De apertura a cierre de almacén de cadena .CONTRATACION INMEDIATAEXCELENTES BENEFICIOS         Mostrar más           Mostrar menos. Oferta publicada por Messina Market & Catering en Cartagena de Indias","[""experiencia"", ""comercial"", ""cadena"", ""empresa""]",NULL,NULL
"¿Cómo podríamos desarrollar una campaña de comunicación masiva qué sea efectiva con clientes nuevos y antiguos?",7,"communications",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"Operarios de Producción -LITO - Bucaramanga",13,"product",NULL,"empresa dedicada a la gestión integral de residuos y excedentes industriales ubicada en Bucaramanga requiere Operarios de producción, importante contar con experiencia en plantas de producción, vivir en la zona y tner disponibilidad ara trbajar turnos rotativosREQUISITOS: Bachillerato completo, experiencia en labores de producción,SALARIO: 1 160.000 + Aux de transporte + prestaciones de leyHORARIOS : Lunes - Sábado turnos rotativos de 8hrs         Mostrar más           Mostrar menos. Oferta publicada por Complementos Humanos en Perímetro Urbano Bucaramanga","[""recursos"", ""empresa"", ""transporte"", ""experiencia"", ""recursos humanos""]",NULL,NULL
"¿Cómo podríamos crear una estrategia de marketing digital para atraer más clientes?",11,"market",NULL,NULL,NULL,"[""to_be_agreed""]",NULL
"¿Como generar fidelización a la marca?",17,"consumer",NULL,"En el actual mercado financiero encontramos diversas entidades financieras que diariamente innovan para atraer mas publico a su portafolio, esto hace pensar que estrategia podemos establecer para lograr que los clientes que actualmente se encuentren en vinculados a nosotros logren expandir los productos que contratan con nosotros y a su vez de manera referencial (voz a voz) puedan traer a sus amigos , familiares y demás",NULL,"[""to_be_agreed""]",NULL
"Recepcionista/hotel",17,"consumer",NULL,"Se requiere recepcionista para hotel en la ciudad de Bogotá,horarios rotativosUn Día De Descanso a La Semanase requiere excelente presentación personal y servicio al cliente.Contratación directa, prestaciones sociales, horas extras y recargos dominicales.si se encuentra intreresad@ enviar hoja de vida al siguiente correo rrhh@hotelescsi.com         Mostrar más           Mostrar menos. Oferta publicada por Hoteles CSI en Bogotá","[""servicio"", ""experiencia"", ""recepcionista""]",NULL,NULL
"Asistente comercial - Presencial",17,"consumer",NULL,"Importante empresa americana esta en búsqueda de asesores comerciales y de servicio al cliente para contratar de manera inmediata. Se requieren seis meses de experiencia en Call Center y gran disposición.Se OfreceContrato a término indefinido directo con la compañíaSalario de un millón cien mil más auxilio de transporteBono mensual de un millón (es entregado al 70% del equipo por concepto de ventasComisiones sin techoIncentivosBono de cumplimiento entregado al 80% del equipoModalidad de trabajo: PRESENCIAL         Mostrar más           Mostrar menos. Oferta publicada por Dinámico en Bogotá","[""servicio"", ""empresa"", ""servicio al cliente"", ""comercial"", ""publicidad"", ""experiencia"", ""equipo""]",NULL,NULL
